"","firstname","lastname","year","sex","count"
"6308","ANHEI","IRENE",2015,"F",1
"6309","ANHEL’","ARLETH",2015,"F",1
"6310","ANHELIS","MICHELLE",2015,"F",1
"6311","ANHELIS","ZAIRETH",2015,"F",1
"6312","ANHELYS","SOFIA",2015,"F",1
"6313","ANHY","LIONIS",2015,"F",1
"6314","ANHY","MARLENY",2015,"F",1
"6315","ANI","-",2015,"F",1
"6316","ANI","DAINETH",2015,"F",1
"6317","ANI","MASIEL",2015,"F",1
"6318","ANIA","-",2015,"F",1
"6319","ANIA","AYLIN",2015,"F",1
"6320","ANIA","MONICA",2015,"F",1
"6321","ANIA","ODETH",2015,"F",1
"6322","ANIA","ROXANA",2015,"F",1
"6323","ANIAM","ISAI",2015,"M",1
"6324","ANIBAL","-",2015,"M",8
"6325","ANIBAL","ADR’AN",2015,"M",1
"6326","ANIBAL","ALEXANDER",2015,"M",1
"6327","ANIBAL","ALONSO",2015,"M",1
"6328","ANIBAL","ANDRES",2015,"M",1
"6329","ANIBAL","ANDRÉS",2015,"M",1
"6330","ANIBAL","BERNARDINO",2015,"M",1
"6331","ANIBAL","CALEB",2015,"M",1
"6332","ANIBAL","DANIEL",2015,"M",1
"6333","ANIBAL","EDUARDO",2015,"M",1
"6334","ANIBAL","ENRIQUE",2015,"M",1
"6335","ANIBAL","JESŒS",2015,"M",1
"6336","ANIBAL","JOEL",2015,"M",1
"6337","ANIBAL","JOSE",2015,"M",1
"6338","ANIBAL","JOSÉ",2015,"M",2
"6339","ANIBAL","JOSUE",2015,"M",1
"6340","ANIBAL","RAMIRO",2015,"M",1
"6341","ANIBAL","SHAIR",2015,"M",1
"6342","ANIBAL","VIDAL",2015,"M",1
"6343","AN’BAL","-",2015,"M",1
"6344","AN’BAL","DAR’O",2015,"M",1
"6345","AN’BAL","SAMUEL",2015,"M",1
"6346","ANIBELIS","BETSIRED",2015,"F",1
"6347","ANIBELYS","SUSANA",2015,"F",1
"6348","ANIBETH","ELIETH",2015,"F",1
"6349","ANIBETH","MAISURI",2015,"F",1
"6350","ANIEL","ADRIAN",2015,"M",1
"6351","ANIEL","ANEL",2015,"M",1
"6352","ANIEL","ISAAC",2015,"M",1
"6353","ANIEL","YADIEL",2015,"M",1
"6354","ANIELIS","YETZEL",2015,"F",1
"6355","ANIELKA","ELENA",2015,"F",1
"6356","ANIELL","ALBERTO",2015,"M",1
"6357","ANIETH","MICHEL",2015,"F",1
"6358","ANIGZEL","NAIYELIN",2015,"F",1
"6359","ANIHOA","MICHELL",2015,"F",1
"6360","ANIKKA","SOFIA",2015,"F",1
"6361","ANILDA","-",2015,"F",1
"6362","ANIS","-",2015,"F",1
"6363","ANIS","ISABELLA",2015,"F",1
"6364","ANIS","MASIEL",2015,"F",1
"6365","ANISEL","-",2015,"F",1
"6366","ANISHA","BELLA",2015,"F",1
"6367","ANISHKA","LIDIE",2015,"F",1
"6368","ANISIA","-",2015,"F",1
"6369","ANISKA","YISSEL",2015,"F",1
"6370","ANISKA","YUSARIS",2015,"F",1
"6371","ANISLEIDY","ANAID",2015,"F",1
"6372","ANISSA","AZENETH",2015,"F",1
"6373","ANISSA","ISHANA",2015,"F",1
"6374","ANITA","LERINETH",2015,"F",1
"6375","ANIUSCA","ITZEL",2015,"F",1
"6376","ANIVAL","-",2015,"M",2
"6377","ANIVIA","-",2015,"F",1
"6378","ANIXA","FERMINA",2015,"F",1
"6379","ANJEANIS","ISBETH",2015,"F",1
"6380","ANJELANYS","MARYE",2015,"F",1
"6381","ANJOLIE","LENIZ",2015,"F",1
"6382","ANJULIETH","FRANCHESKA",2015,"F",1
"6383","ANJURY","SURISADAY",2015,"F",1
"6384","ANLENYS","NAVIT",2015,"F",1
"6385","ANLLELIS","YELENA",2015,"F",1
"6386","ANLLI","EDITH",2015,"F",1
"6387","ANLLURIS","SULAI",2015,"F",1
"6388","ANLLURY","GISSELL",2015,"F",1
"6389","ANLLY","MARILESYI",2015,"F",1
"6390","ANLLYS","LINETH",2015,"F",1
"6391","ANN","ELISABELL",2015,"F",1
"6392","ANN","KRISTYN",2015,"F",1
"6393","ANN","LORAINE",2015,"F",1
"6394","ANN","LORRAINE",2015,"F",1
"6395","ANN","MARIE",2015,"F",1
"6396","ANN","MARY",2015,"F",1
"6397","ANN","YELICETH",2015,"F",1
"6398","ANN MARIE","SYREL",2015,"F",1
"6399","ANNA","AMISADAY",2015,"F",1
"6400","ANNA","ANYELINE",2015,"F",1
"6401","ANNA","DIIANAI",2015,"F",1
"6402","ANNA","ISABEL",2015,"F",1
"6403","ANNA","ISABELLA",2015,"F",1
"6404","ANNA","KHARIS",2015,"F",1
"6405","ANNA","LIA",2015,"F",1
"6406","ANNA","LUCIA",2015,"F",2
"6407","ANNA","LUCÍA",2015,"F",4
"6408","ANNA","PAULA",2015,"F",1
"6409","ANNA","PRISCILA",2015,"F",1
"6410","ANNA","PRISILA",2015,"F",1
"6411","ANNA","ROSA",2015,"F",1
"6412","ANNA","SOFHIA",2015,"F",1
"6413","ANNA","SOFIA",2015,"F",1
"6414","ANNA","SOFÍA",2015,"F",5
"6415","ANNA","SOPH’A",2015,"F",1
"6416","ANNA","VALENTINA",2015,"F",1
"6417","ANNA","VERONICA",2015,"F",1
"6418","ANNA","VICTORIA",2015,"F",6
"6419","ANNA","LIA",2015,"F",1
"6420","ANNABELLA","-",2015,"F",2
"6421","ANNABELLA","IRENE",2015,"F",1
"6422","ANNAIS","GABRIELLA",2015,"F",1
"6423","ANNAISA","-",2015,"F",1
"6424","ANNAKARINA","LINNETH",2015,"F",1
"6425","ANNALIA","JANELLE",2015,"F",1
"6426","ANNALIAN","ESTEPHANY",2015,"F",1
"6427","ANNALIZ","NICOLLE",2015,"F",1
"6428","ANNARELLA","STEFANIA",2015,"F",1
"6429","ANNASOF’A","MARIETH",2015,"F",1
"6430","ANNAYS","ALEXANDRA",2015,"F",1
"6431","ANNDER","JOELVIS",2015,"M",1
"6432","ANNDREŽ","FELIPE",2015,"M",1
"6433","ANNE","LORAINE",2015,"F",3
"6434","ANNE","MARIE",2015,"F",1
"6435","ANNE","VALENTINA",2015,"F",1
"6436","ANNE - MARIE","ISABELLA",2015,"F",1
"6437","ANNELIE","-",2015,"F",1
"6438","ANNELIESE","SABINE",2015,"F",1
"6439","ANNELIS","MASSIEL",2015,"F",1
"6440","ANNELISS","LORAINE",2015,"F",1
"6441","ANNELISSE","-",2015,"F",1
"6442","ANNELIZ","SOFIA",2015,"F",1
"6443","ANNELLY","ANTONELLA",2015,"F",1
"6444","ANNEMARIE","ROUS",2015,"F",1
"6445","ANNER","JOSEPH",2015,"M",1
"6446","ANNETH","CRISTINA",2015,"F",1
"6447","ANNETH","ELISSETH",2015,"F",1
"6448","ANNETH","YAELY",2015,"F",1
"6449","ANNETH","YOELIS",2015,"F",1
"6450","ANNETTE","DEL PILAR",2015,"F",1
"6451","ANNETTE","MARIE",2015,"F",1
"6452","ANNETTE","MARY",2015,"F",1
"6453","ANN’","DAYLIN",2015,"F",1
"6454","ANNIA","CAMILLE",2015,"F",1
"6455","ANNIA","ISABEL",2015,"F",1
"6456","ANNIA","ISABELLA",2015,"F",1
"6457","ANNIE","-",2015,"F",1
"6458","ANNIE","CAMILA",2015,"F",1
"6459","ANNIE","DORALYS",2015,"F",1
"6460","ANNIE","EDITH",2015,"F",1
"6461","ANNIE","GRACE",2015,"F",1
"6462","ANNIE","GUADALUPE",2015,"F",1
"6463","ANNIE","ISABELLA",2015,"F",2
"6464","ANNIE","ISABELLE",2015,"F",1
"6465","ANNIE","JAZMIN",2015,"F",1
"6466","ANNIE","JULIETTE",2015,"F",1
"6467","ANNIE","LORAIN",2015,"F",1
"6468","ANNIE","MAYELIS",2015,"F",1
"6469","ANNIE","ROSE",2015,"F",1
"6470","ANNILIZ","MASSIEL",2015,"F",1
"6471","ANN’S","EILIM",2015,"F",1
"6472","ANNY","-",2015,"F",1
"6473","ANNY","CAMILLE",2015,"F",1
"6474","ANNY","LUZ",2015,"F",1
"6475","ANNY","MICHEL",2015,"F",1
"6476","ANNY","PAOLA",2015,"F",1
"6477","ANNY","SOFIA",2015,"F",1
"6478","ANNY","VICTORIA",2015,"F",1
"6479","ANNY","ZADAY",2015,"F",1
"6480","ANNYELIS","RACHEL",2015,"F",1
"6481","ANORANISQUA","-",2015,"F",1
"6482","ANSEEL","ANTONIO",2015,"M",1
"6483","ANSELMA","-",2015,"F",2
"6484","ANSELMA","ELISA",2015,"F",1
"6485","ANSELMO","JOSSAFAR",2015,"M",1
"6486","ANSELMO","MAXIMILIANO",2015,"M",1
"6487","ANSHELL","GRACIELA",2015,"F",1
"6488","ANSLEY","MAHYLIN",2015,"F",1
"6489","ANSURY","SURIBETH",2015,"F",1
"6490","ANTARES","ALEXIA",2015,"F",1
"6491","ANTHIANYS","EVANGELINE",2015,"F",1
"6492","ANTHONELA","CRISTINA",2015,"F",1
"6493","ANTHONELLA","-",2015,"F",1
"6494","ANTHONELLA","VICTORIA",2015,"F",1
"6495","ANTHONI","DIDIER",2015,"M",1
"6496","ANTHONI","JESUS",2015,"M",1
"6497","ANTHONI","JOEL",2015,"M",1
"6498","ANTHONI","KEVIER",2015,"M",1
"6499","ANTHONIO","ENRIQUE",2015,"M",1
"6500","ANTHONY","-",2015,"M",17
"6501","ANTHONY","ABDEL",2015,"M",1
"6502","ANTHONY","ABDIAS",2015,"M",1
"6503","ANTHONY","ABDIEL",2015,"M",4
"6504","ANTHONY","ABMIR",2015,"M",1
"6505","ANTHONY","ABRAHAM",2015,"M",1
"6506","ANTHONY","ADOLFO",2015,"M",1
"6507","ANTHONY","ALBERTO",2015,"M",2
"6508","ANTHONY","ALDAIR",2015,"M",1
"6509","ANTHONY","ALEJANDRO",2015,"M",3
"6510","ANTHONY","ALESSANDRO",2015,"M",1
"6511","ANTHONY","ALEXANDER",2015,"M",4
"6512","ANTHONY","ALEXIS",2015,"M",1
"6513","ANTHONY","AMETH",2015,"M",1
"6514","ANTHONY","ANDRES",2015,"M",1
"6515","ANTHONY","ARIEL",2015,"M",2
"6516","ANTHONY","ARJŽN",2015,"M",1
"6517","ANTHONY","ASBEL",2015,"M",1
"6518","ANTHONY","AUSTIN",2015,"M",1
"6519","ANTHONY","AXEL",2015,"M",1
"6520","ANTHONY","AZAEL",2015,"M",1
"6521","ANTHONY","CALLEB",2015,"M",1
"6522","ANTHONY","DANIEL",2015,"M",2
"6523","ANTHONY","DAVID",2015,"M",1
"6524","ANTHONY","DE JESŒS",2015,"M",1
"6525","ANTHONY","DIDIE",2015,"M",1
"6526","ANTHONY","DIOMEDES",2015,"M",1
"6527","ANTHONY","DYLAN",2015,"M",1
"6528","ANTHONY","EDIER",2015,"M",1
"6529","ANTHONY","ELI",2015,"M",1
"6530","ANTHONY","ELIAS",2015,"M",1
"6531","ANTHONY","ELIECER",2015,"M",1
"6532","ANTHONY","ELOY",2015,"M",1
"6533","ANTHONY","EMANUEL",2015,"M",3
"6534","ANTHONY","EMIR",2015,"M",1
"6535","ANTHONY","EMMANUEL",2015,"M",1
"6536","ANTHONY","ENRIQUE",2015,"M",1
"6537","ANTHONY","ERISNEL",2015,"M",1
"6538","ANTHONY","EZEQUIEL",2015,"M",2
"6539","ANTHONY","FEDERICO",2015,"M",1
"6540","ANTHONY","FERNANDO",2015,"M",1
"6541","ANTHONY","FRANCISCO",2015,"M",1
"6542","ANTHONY","GABRIEL",2015,"M",7
"6543","ANTHONY","ISAAC",2015,"M",2
"6544","ANTHONY","ISIDRO",2015,"M",1
"6545","ANTHONY","ISMAEL",2015,"M",2
"6546","ANTHONY","ISSAC",2015,"M",1
"6547","ANTHONY","JADIER",2015,"M",1
"6548","ANTHONY","JADNIEL",2015,"M",1
"6549","ANTHONY","JAFETH",2015,"M",2
"6550","ANTHONY","JAHAZIEL",2015,"M",1
"6551","ANTHONY","JAHIR",2015,"M",1
"6552","ANTHONY","JAMES",2015,"M",1
"6553","ANTHONY","JARED",2015,"M",1
"6554","ANTHONY","JASSIEL",2015,"M",1
"6555","ANTHONY","JAVIER",2015,"M",5
"6556","ANTHONY","JESUS",2015,"M",1
"6557","ANTHONY","JESŒS",2015,"M",1
"6558","ANTHONY","JHAIR",2015,"M",1
"6559","ANTHONY","JOEL",2015,"M",3
"6560","ANTHONY","JOHAD",2015,"M",1
"6561","ANTHONY","JOHAN",2015,"M",1
"6562","ANTHONY","JOIMER",2015,"M",1
"6563","ANTHONY","JOSÉ",2015,"M",3
"6564","ANTHONY","JOSHUA",2015,"M",1
"6565","ANTHONY","JOSIEL",2015,"M",1
"6566","ANTHONY","JOSUE",2015,"M",2
"6567","ANTHONY","JOSUÉ",2015,"M",4
"6568","ANTHONY","JOSÚE",2015,"M",1
"6569","ANTHONY","JUNPENG",2015,"M",1
"6570","ANTHONY","KAHEL",2015,"M",1
"6571","ANTHONY","KAYMER",2015,"M",1
"6572","ANTHONY","KILIAN",2015,"M",1
"6573","ANTHONY","LAMAR",2015,"M",1
"6574","ANTHONY","LENELL",2015,"M",1
"6575","ANTHONY","LEONARDO",2015,"M",1
"6576","ANTHONY","LINCOLN",2015,"M",1
"6577","ANTHONY","LUCIAN",2015,"M",1
"6578","ANTHONY","MAC’AS",2015,"M",1
"6579","ANTHONY","MAGDIEL",2015,"M",1
"6580","ANTHONY","MANUEL",2015,"M",5
"6581","ANTHONY","M’LAN",2015,"M",1
"6582","ANTHONY","MOISÉS",2015,"M",1
"6583","ANTHONY","NEYMAR",2015,"M",1
"6584","ANTHONY","NICOLAS",2015,"M",1
"6585","ANTHONY","PAUL",2015,"M",1
"6586","ANTHONY","RAFAEL",2015,"M",3
"6587","ANTHONY","RENE",2015,"M",1
"6588","ANTHONY","REY",2015,"M",1
"6589","ANTHONY","REYNALDO",2015,"M",1
"6590","ANTHONY","ROBERT",2015,"M",1
"6591","ANTHONY","RONALDO",2015,"M",1
"6592","ANTHONY","ROOSEVELT",2015,"M",1
"6593","ANTHONY","ROYDELL",2015,"M",1
"6594","ANTHONY","SAID",2015,"M",1
"6595","ANTHONY","SALOM—N",2015,"M",1
"6596","ANTHONY","SAMIR",2015,"M",1
"6597","ANTHONY","SANTHIAGO",2015,"M",1
"6598","ANTHONY","SANTIAGO",2015,"M",1
"6599","ANTHONY","SEBASTIAN",2015,"M",2
"6600","ANTHONY","STHIVEN",2015,"M",1
"6601","ANTHONY","XAVIER",2015,"M",1
"6602","ANTHONY","YADIER",2015,"M",1
"6603","ANTHONY","YAHIR",2015,"M",1
"6604","ANTHONY","YOEL",2015,"M",2
"6605","ANTHONY","YOSMAR",2015,"M",1
"6606","ANTHONY","ZAHIR",2015,"M",1
"6607","ANTHUAN","AARON",2015,"M",1
"6608","ANTHUAN","ALEXANDER",2015,"M",1
"6609","ANTHUAN","JOSE",2015,"M",1
"6610","ANTHUAN","YAFETH",2015,"M",1
"6611","ANTOANE","ALBERTO",2015,"M",1
"6612","ANTOINE","-",2015,"M",1
"6613","ANTOINE","CALEIGH",2015,"M",1
"6614","ANTOINE","HECTOR",2015,"M",1
"6615","ANTOINNETTE","LUCCIA",2015,"F",1
"6616","ANTOLIANA","-",2015,"F",1
"6617","ANTOLINO","-",2015,"M",2
"6618","ANTOLINO","MICHEL",2015,"M",1
"6619","ANTOMELL","ROBERTO",2015,"M",1
"6620","ANTON","GEORG",2015,"M",1
"6621","ANTON","NICHOLAS",2015,"M",1
"6622","ANTONEL","ARISTIDES",2015,"M",1
"6623","ANTONELA","MARIŽ",2015,"F",1
"6624","ANTONELLA","-",2015,"F",8
"6625","ANTONELLA","ADELINE",2015,"F",1
"6626","ANTONELLA","ALESSANDRA",2015,"F",1
"6627","ANTONELLA","ALESSIA",2015,"F",1
"6628","ANTONELLA","ARIELLE",2015,"F",1
"6629","ANTONELLA","AYLEEN",2015,"F",1
"6630","ANTONELLA","ELIDA",2015,"F",1
"6631","ANTONELLA","ISABEL",2015,"F",2
"6632","ANTONELLA","IVANA",2015,"F",1
"6633","ANTONELLA","JAMENNIS",2015,"F",1
"6634","ANTONELLA","LUCCIA",2015,"F",2
"6635","ANTONELLA","MARIE",2015,"F",3
"6636","ANTONELLA","NICOLE",2015,"F",1
"6637","ANTONELLA","NINEL",2015,"F",1
"6638","ANTONELLA","SALETTE",2015,"F",1
"6639","ANTONELLA","SOFÍA",2015,"F",1
"6640","ANTONELLA","VALENTINA",2015,"F",1
"6641","ANTONI","-",2015,"M",5
"6642","ANTONI","ABDIEL",2015,"M",1
"6643","ANTONI","BERNABŽ",2015,"M",1
"6644","ANTONI","ESTEBAN",2015,"M",1
"6645","ANTONI","ISAAC",2015,"M",1
"6646","ANTONI","VALERIO",2015,"M",1
"6647","ANTONI","ZURIEL",2015,"M",1
"6648","ANTONIA","-",2015,"F",4
"6649","ANTONIA","ALEJANDRA",2015,"F",1
"6650","ANTONIELA","LUCIANA",2015,"F",1
"6651","ANTONIO","-",2015,"M",31
"6652","ANTONIO","ABDAEL",2015,"M",1
"6653","ANTONIO","ALCIBIADES",2015,"M",1
"6654","ANTONIO","ALDAHIR",2015,"M",1
"6655","ANTONIO","ALDAIR",2015,"M",1
"6656","ANTONIO","ALEXANDER",2015,"M",2
"6657","ANTONIO","ALEXI",2015,"M",1
"6658","ANTONIO","ALEXIS",2015,"M",1
"6659","ANTONIO","ALFONSO",2015,"M",1
"6660","ANTONIO","ANDRES",2015,"M",1
"6661","ANTONIO","ANDRÉS",2015,"M",1
"6662","ANTONIO","ANEL",2015,"M",1
"6663","ANTONIO","ARBEY",2015,"M",1
"6664","ANTONIO","ARIEL",2015,"M",1
"6665","ANTONIO","AYMAR",2015,"M",1
"6666","ANTONIO","BREYNAR",2015,"M",1
"6667","ANTONIO","CESAR",2015,"M",1
"6668","ANTONIO","DE JESUS",2015,"M",1
"6669","ANTONIO","EDER",2015,"M",1
"6670","ANTONIO","ELIECER",2015,"M",1
"6671","ANTONIO","EMILIANO",2015,"M",2
"6672","ANTONIO","EMMANUEL",2015,"M",1
"6673","ANTONIO","ENRIQUE",2015,"M",2
"6674","ANTONIO","GABRIEL",2015,"M",1
"6675","ANTONIO","HUMBERTO",2015,"M",1
"6676","ANTONIO","IGNACIO",2015,"M",1
"6677","ANTONIO","ISAAC",2015,"M",1
"6678","ANTONIO","IV‡N",2015,"M",1
"6679","ANTONIO","JAFETH",2015,"M",1
"6680","ANTONIO","JAVIER",2015,"M",1
"6681","ANTONIO","JESUS",2015,"M",1
"6682","ANTONIO","JESŒS",2015,"M",1
"6683","ANTONIO","JHASSIR",2015,"M",1
"6684","ANTONIO","JOAO",2015,"M",1
"6685","ANTONIO","JOAQU’N",2015,"M",1
"6686","ANTONIO","JOSE",2015,"M",3
"6687","ANTONIO","JOSÉ",2015,"M",1
"6688","ANTONIO","JOSUE",2015,"M",1
"6689","ANTONIO","JOSUEE",2015,"M",1
"6690","ANTONIO","LEONEL",2015,"M",1
"6691","ANTONIO","LIAM",2015,"M",1
"6692","ANTONIO","LININ",2015,"M",1
"6693","ANTONIO","MANUEL",2015,"M",2
"6694","ANTONIO","RAFAEL",2015,"M",1
"6695","ANTONIO","RAM—N",2015,"M",1
"6696","ANTONIO","SAID",2015,"M",1
"6697","ANTONIO","STEVEN",2015,"M",1
"6698","ANTONIS","-",2015,"M",1
"6699","ANTONNY","-",2015,"M",3
"6700","ANTONNY","WILLIAM",2015,"M",1
"6701","ANTONY","-",2015,"M",15
"6702","ANTONY","ABDIEL",2015,"M",3
"6703","ANTONY","ALDAHIR",2015,"M",1
"6704","ANTONY","ALFREDO",2015,"M",1
"6705","ANTONY","AMETH",2015,"M",1
"6706","ANTONY","FABIAN",2015,"M",1
"6707","ANTONY","HERNAN",2015,"M",1
"6708","ANTONY","JAFETH",2015,"M",1
"6709","ANTONY","JAHDIEL",2015,"M",1
"6710","ANTONY","JIREH",2015,"M",1
"6711","ANTONY","JOEL",2015,"M",1
"6712","ANTONY","JOSÉ",2015,"M",1
"6713","ANTONY","MIGUEL",2015,"M",2
"6714","ANTONY","NEIMAR",2015,"M",1
"6715","ANTONY","NOEL",2015,"M",1
"6716","ANTONY","ORIEL",2015,"M",1
"6717","ANTONY","XAVIER",2015,"M",1
"6718","ANTONY","YAIR",2015,"M",1
"6719","ANTONY","YEMIL",2015,"M",1
"6720","ANTONY","YIMI",2015,"M",1
"6721","ANTONY","YOHAN",2015,"M",1
"6722","ANTONY","YONI",2015,"M",1
"6723","ANTUAN","AMETH",2015,"M",1
"6724","ANTUAN","ELIECER",2015,"M",1
"6725","ANTWAN","ITAI",2015,"M",1
"6726","ANTWAN","TAYLOR",2015,"M",1
"6727","ANUSHKA","LISETH",2015,"F",1
"6728","ANUSHKA","MARINA",2015,"F",1
"6729","ANWAR","-",2015,"M",1
"6730","ANY","GABRIELA",2015,"F",1
"6731","ANY","JACKLYN",2015,"F",1
"6732","ANY","MARIAN",2015,"F",1
"6733","ANY","SUHAY",2015,"F",1
"6734","ANYARIS","NINOSKA",2015,"F",1
"6735","ANYD","ANTUANETH",2015,"F",1
"6736","ANYEK","NANETH",2015,"F",1
"6737","ANYEL","-",2015,"F",1
"6738","ANYEL","DEL CARMEN",2015,"F",1
"6739","ANYEL","EMANUEL",2015,"M",1
"6740","ANYEL","GABRIEL",2015,"M",1
"6741","ANYEL","JAVIER",2015,"M",1
"6742","ANYEL","YANITZEL",2015,"F",1
"6743","ANYEL","YISEL",2015,"F",1
"6744","ANYELA","-",2015,"F",2
"6745","ANYELA","MILAGROS",2015,"F",1
"6746","ANYELA","SHERLYN",2015,"F",1
"6747","ANYELAURIS","JOSIELIS",2015,"F",1
"6748","ANYELEEN","STEFANIE",2015,"F",1
"6749","ANYELEN","ASIEL",2015,"F",1
"6750","ANYELŽN","HAYDEE",2015,"F",1
"6751","ANYELI","-",2015,"F",2
"6752","ANYELI","ANAIS",2015,"F",1
"6753","ANYELI","ARLETH",2015,"F",1
"6754","ANYELI","CRISTAL",2015,"F",1
"6755","ANYELI","CRISTELA",2015,"F",1
"6756","ANYELI","ELIANY",2015,"F",1
"6757","ANYELI","ESTHER",2015,"F",1
"6758","ANYELI","FERNANDA",2015,"F",1
"6759","ANYELI","GISELA",2015,"F",1
"6760","ANYELI","IRIANETH",2015,"F",1
"6761","ANYELI","ISABELA",2015,"F",1
"6762","ANYELI","MILAGRO",2015,"F",1
"6763","ANYELI","NICOLE",2015,"F",1
"6764","ANYELI","ROSMERI",2015,"F",1
"6765","ANYELI","RUBY",2015,"F",1
"6766","ANYELI","SIAGWA",2015,"F",1
"6767","ANYELI","SOFIA",2015,"F",1
"6768","ANYELI","SOLANGE",2015,"F",1
"6769","ANYELI","YARISNETH",2015,"F",1
"6770","ANYELI","YARIZEL",2015,"F",1
"6771","ANYELI","YASERMIN",2015,"F",1
"6772","ANYELI","YASMIN",2015,"F",1
"6773","ANYELI","YULIETH",2015,"F",1
"6774","ANYELI","YUNITZA",2015,"F",1
"6775","ANYELIANIS","ADONAI",2015,"F",1
"6776","ANYELIANIS","MAILENE",2015,"F",1
"6777","ANYELICK","YESSLIN",2015,"F",1
"6778","ANYELID","LILIBETH",2015,"F",1
"6779","ANYELID","YAILIN",2015,"F",1
"6780","ANYELIK","KIRIAM",2015,"F",1
"6781","ANYELIK","LORENA",2015,"F",1
"6782","ANYELIM","LINETH",2015,"F",1
"6783","ANYELIN","-",2015,"F",3
"6784","ANYELIN","ANAIS",2015,"F",1
"6785","ANYELIN","ASHLY",2015,"F",1
"6786","ANYELIN","DARYELIS",2015,"F",1
"6787","ANYELIN","ITZEL",2015,"F",1
"6788","ANYELIN","JOELIS",2015,"F",1
"6789","ANYELIN","LUCIA",2015,"F",1
"6790","ANYELIN","MARIA",2015,"F",2
"6791","ANYELIN","MICHEL",2015,"F",1
"6792","ANYELIN","NAIBETH",2015,"F",1
"6793","ANYELIN","SOFIA",2015,"F",2
"6794","ANYELIN","YANELIS",2015,"F",1
"6795","ANYELIN","YISEL",2015,"F",1
"6796","ANYELIN","YISSEL",2015,"F",1
"6797","ANYEL’N","LISETH",2015,"F",1
"6798","ANYELINA","-",2015,"F",1
"6799","ANYELINA","ESTHER",2015,"F",1
"6800","ANYELINA","MASIEL",2015,"F",1
"6801","ANYELINA","NICOLE",2015,"F",1
"6802","ANYELINA","SOFIA",2015,"F",2
"6803","ANYELINA","SUN",2015,"F",1
"6804","ANYELINA","YAILETH",2015,"F",1
"6805","ANYELINA","YULIETH",2015,"F",1
"6806","ANYELINE","DEL CARMEN",2015,"F",1
"6807","ANYELINE","NICOLL",2015,"F",1
"6808","ANYELIS","-",2015,"F",3
"6809","ANYELIS","ARIELKA",2015,"F",1
"6810","ANYELIS","DARLYN",2015,"F",1
"6811","ANYELIS","ELAINNE",2015,"F",1
"6812","ANYELIS","JAINETH",2015,"F",1
"6813","ANYELIS","LARISSA",2015,"F",1
"6814","ANYELIS","LISBETH",2015,"F",1
"6815","ANYELIS","MAGDALEN",2015,"F",1
"6816","ANYELIS","MICHELL",2015,"F",1
"6817","ANYELIS","NICOLE",2015,"F",3
"6818","ANYELIS","SEYLIS",2015,"F",1
"6819","ANYELIS","SOFIA",2015,"F",2
"6820","ANYELIS","YARILIS",2015,"F",1
"6821","ANYELIS","YITZELL",2015,"F",1
"6822","ANYELIS","YOANIS",2015,"F",1
"6823","ANYELISS","NIKOOL",2015,"F",1
"6824","ANYELISS","VICTORIA",2015,"F",1
"6825","ANYELITH","EYLEEN",2015,"F",1
"6826","ANYELITH","GABRIELA",2015,"F",1
"6827","ANYELITH","YULIETH",2015,"F",1
"6828","ANYELIZ","-",2015,"F",1
"6829","ANYELIZ","MILAGRO",2015,"F",1
"6830","ANYELIZ","SOFIA",2015,"F",1
"6831","ANYELIZ","ZAIRETH",2015,"F",1
"6832","ANYEL’Z","YANIELIZ",2015,"F",1
"6833","ANYELKI","-",2015,"F",1
"6834","ANYELL","JAIR",2015,"M",1
"6835","ANYELO","-",2015,"M",1
"6836","ANYELO","ABDIEL",2015,"M",1
"6837","ANYELO","ADRIAN",2015,"M",1
"6838","ANYELO","AHMET",2015,"M",1
"6839","ANYELO","ANDRES",2015,"M",1
"6840","ANYELO","ANEL",2015,"M",1
"6841","ANYELO","ARISTIDE",2015,"M",1
"6842","ANYELO","BLADIMIR",2015,"M",1
"6843","ANYELO","DAVID",2015,"M",1
"6844","ANYELO","EZIHEL",2015,"M",1
"6845","ANYELO","GRABIEL",2015,"M",1
"6846","ANYELO","JOSUE",2015,"M",1
"6847","ANYELO","KERIN",2015,"M",1
"6848","ANYELO","LEONEL",2015,"M",1
"6849","ANYELO","MAIKEL",2015,"M",1
"6850","ANYELOH","ELIEL",2015,"M",1
"6851","ANYELY","GABRIELA",2015,"F",1
"6852","ANYELY","JULIETH",2015,"F",1
"6853","ANYELY","KICSI",2015,"F",1
"6854","ANYELY","LINETH",2015,"F",1
"6855","ANYELY","ROUS",2015,"F",1
"6856","ÁNYELY","RAQUEL",2015,"F",1
"6857","ANYELYS","DESIRETH",2015,"F",1
"6858","ANYELYS","MILAGROS",2015,"F",1
"6859","ANYERLIN","DEANIS",2015,"F",1
"6860","ANYERLING","MILAGROS",2015,"F",1
"6861","ANYERLIS","CELIDETH",2015,"F",1
"6862","ANYHI","MASSIEL",2015,"F",1
"6863","ANYI","ANETH",2015,"F",1
"6864","ANYI","AYDET",2015,"F",1
"6865","ANYI","ESTEFANI",2015,"F",1
"6866","ANYI","ESTER",2015,"F",1
"6867","ANYI","GUADALUPE",2015,"F",1
"6868","ANYI","MAGDALENA",2015,"F",1
"6869","ANYI","NATALY",2015,"F",1
"6870","ANYI","VANESSA",2015,"F",1
"6871","ANYILEIKA","YAHEL",2015,"F",1
"6872","ANYIRLIN","ESTHER",2015,"F",1
