tariff_fraction,total
5702.41.00,17
2905.17.00,17
5801.90.22,17
6906.00.00,17
7325.91.00,17
6204.13.21,17
3824.99.94,17
2841.61.00,17
9607.20.19,17
8469.00.10,17
7006.00.19,17
4810.99.10,17
4810.22.90,17
5112.90.00,17
3602.00.00,17
5508.10.90,17
7408.11.90,17
0306.27.10,17
0306.11.29,17
8606.99.00,17
7212.40.10,17
2508.30.00,17
6908.90.91,17
8703.23.21,17
0303.63.00,17
2826.19.90,17
8436.80.10,17
7210.90.90,17
5512.11.00,17
2921.19.90,17
7314.19.50,17
0903.00.00,17
4802.10.00,17
7102.29.00,17
2207.10.19,17
1007.90.00,17
3824.74.00,17
2847.00.00,17
8430.50.00,17
1505.00.00,17
5806.31.00,17
2529.30.00,17
3209.10.11,17
3208.10.23,17
8448.20.00,17
5503.19.00,17
1007.10.00,17
7014.00.10,17
2205.10.99,17
8459.39.00,17
4419.11.20,17
8502.31.00,17
0802.42.00,17
4005.91.00,17
5702.49.92,17
1702.19.00,17
6204.23.21,17
6103.31.00,17
9620.00.51,17
7210.70.10,16
3003.90.12,16
5911.31.00,16
4802.55.20,16
8506.80.20,16
5509.31.00,16
9406.90.61,16
9401.90.30,16
2933.61.00,16
7212.20.99,16
0405.20.10,16
8411.81.00,16
6204.62.11,16
4205.00.93,16
3911.10.00,16
3915.10.00,16
4810.19.90,16
2914.39.00,16
4411.13.92,16
9306.30.10,16
3210.00.11,16
8422.30.10,16
0404.90.99,16
6302.22.90,16
3824.90.20,16
6101.30.20,16
3503.00.19,16
3926.90.75,16
2918.19.90,16
7214.30.20,16
7419.10.00,16
2523.10.00,16
2106.90.11,16
8478.10.00,16
5303.10.90,16
9620.00.81,16
3505.20.00,16
2844.40.10,16
4107.19.00,16
9506.21.00,16
7215.90.20,16
2207.20.00,16
8419.32.90,16
7219.32.00,16
2620.30.00,16
2918.12.00,16
7315.20.00,16
8703.24.98,16
2104.10.30,16
8412.80.10,16
8703.90.21,16
0303.12.00,16
5810.91.90,16
3212.90.11,16
5607.90.60,16
8479.30.00,16
7306.11.00,16
1103.19.10,16
2701.12.00,16
3823.11.00,16
2843.21.00,16
8514.40.10,16
7211.29.00,16
6306.30.10,15
5514.21.00,15
0511.99.20,15
3503.00.11,15
2824.90.90,15
1104.19.90,15
6806.20.00,15
5702.50.20,15
8416.10.00,15
8528.59.11,15
2009.89.93,15
4807.00.10,15
2930.90.49,15
7008.90.00,15
2004.90.33,15
8703.10.90,15
8540.99.00,15
6402.12.00,15
3502.11.00,15
0207.13.15,15
8543.90.30,15
8703.31.92,15
3102.50.00,15
7211.14.90,15
7019.32.00,15
3904.22.10,15
3805.90.10,15
3824.71.90,15
7210.41.90,15
4002.59.00,15
2918.19.00,15
3705.00.90,15
6302.32.30,15
8501.34.10,15
8703.32.97,15
6406.90.91,15
4805.11.90,15
9006.51.00,15
1513.29.00,15
2002.90.29,15
7508.90.39,15
0811.90.19,15
7314.14.30,15
3808.91.92,15
8517.61.21,15
1514.99.00,15
0601.20.00,15
9620.00.89,15
0306.32.90,15
7314.39.30,15
0408.19.00,15
5310.90.00,15
7507.20.00,15
3206.19.21,15
1515.11.00,15
0307.92.90,15
8105.90.00,15
4115.20.90,15
3208.20.12,15
2905.59.00,15
0307.21.00,15
7210.12.00,15
4401.40.00,15
8424.41.20,15
8426.19.90,15
7210.61.10,15
8703.50.00,15
8903.10.30,14
4404.20.90,14
3003.10.10,14
8455.22.00,14
5801.22.00,14
0207.13.21,14
3502.90.00,14
1102.90.10,14
3402.12.10,14
3812.20.00,14
7101.22.00,14
3808.59.91,14
7210.30.99,14
6302.22.10,14
2006.00.90,14
0304.89.10,14
1209.29.10,14
2704.00.90,14
4802.54.21,14
3811.11.00,14
0307.71.00,14
3704.00.30,14
8703.90.29,14
7212.40.90,14
8421.19.10,14
7219.31.00,14
7225.99.00,14
3403.99.10,14
2941.30.00,14
8709.11.00,14
3206.11.29,14
5402.51.00,14
6306.29.10,14
2903.39.39,14
3808.59.19,14
0206.21.00,14
5201.00.00,14
9507.90.30,14
4202.39.10,14
3812.10.00,14
1905.90.10,14
3907.60.00,14
0207.13.29,14
4421.90.50,14
7306.30.11,14
7108.20.00,14
8802.20.90,14
8527.29.10,14
2829.90.20,14
5109.10.00,14
5802.19.00,14
8607.19.00,14
6203.49.12,14
4806.40.10,14
3304.99.20,14
6910.90.17,14
4806.30.10,14
1401.90.90,14
8705.30.00,14
5111.90.00,14
8711.10.20,14
8448.49.90,14
0407.21.00,14
4418.99.10,14
0713.20.90,14
8461.90.90,14
9402.10.92,14
1006.40.00,14
8903.92.30,14
9103.90.10,14
9619.00.32,14
4907.00.79,14
5514.23.00,14
1512.29.00,14
9619.00.31,14
2922.11.00,14
0304.89.20,14
8477.10.00,14
2832.20.00,14
8007.00.21,14
2713.20.00,14
5509.59.00,14
6116.99.10,13
6302.32.40,13
4411.13.93,13
0302.54.00,13
0711.40.00,13
0304.75.00,13
8207.20.00,13
8486.40.90,13
4012.19.10,13
1604.20.92,13
2836.99.10,13
4107.11.10,13
4821.10.20,13
8540.40.00,13
0802.22.00,13
3401.19.20,13
3703.10.00,13
0805.90.00,13
4418.72.00,13
4804.49.00,13
4407.10.19,13
4504.90.10,13
7215.50.13,13
3208.20.23,13
3302.10.11,13
6003.30.00,13
3824.99.93,13
2510.20.00,13
5506.10.00,13
3808.59.30,13
9620.00.11,13
5508.20.20,13
1211.90.11,13
0802.21.00,13
9506.11.00,13
8101.96.00,13
2833.29.10,13
2930.90.91,13
4415.10.20,13
5516.43.90,13
4804.29.00,13
8426.11.10,13
5903.90.10,13
0306.11.11,13
3824.90.92,13
6907.90.20,13
8417.10.10,13
7314.39.40,13
4011.94.10,13
8403.10.00,13
9608.99.20,13
1605.40.10,13
8536.10.22,13
2837.20.90,13
6802.99.29,13
8715.00.91,13
2009.89.20,13
2402.90.00,13
7321.82.00,13
0404.10.91,13
5303.90.00,13
8439.30.00,13
7305.39.90,13
4804.11.90,13
4019.40.19,13
0301.91.90,13
2903.99.00,13
2802.00.00,13
6802.93.29,13
2001.90.50,13
8703.90.96,13
3926.90.94,13
4703.29.00,13
8523.29.32,13
8402.20.00,13
8525.50.30,13
6203.43.11,13
1602.31.11,13
7208.38.00,13
5509.11.00,12
5902.10.00,12
6208.99.12,12
1604.16.10,12
0410.00.00,12
8704.32.10,12
3301.30.00,12
0901.11.00,12
6910.90.20,12
8413.50.10,12
2918.23.00,12
4412.94.90,12
5514.49.00,12
5702.99.92,12
3806.10.00,12
4418.91.90,12
5309.11.00,12
5802.20.10,12
3209.10.23,12
6812.91.90,12
3824.99.97,12
7610.90.20,12
9504.90.12,12
0306.26.99,12
4811.10.30,12
8453.20.00,12
2004.90.52,12
5702.99.91,12
8461.20.00,12
4907.00.97,12
8703.24.40,12
0302.21.00,12
8701.94.90,12
6005.22.00,12
3102.60.00,12
8519.30.00,12
4418.90.30,12
7117.90.45,12
6006.21.00,12
5516.93.00,12
6001.92.90,12
4810.32.10,12
6406.10.90,12
3402.19.21,12
2907.19.90,12
3702.98.90,12
6302.21.60,12
7611.00.90,12
0207.27.12,12
7217.30.31,12
7106.92.00,12
6203.23.10,12
8429.30.00,12
6207.29.20,12
8459.59.00,12
7019.12.00,12
2001.90.62,12
8439.10.00,12
2843.29.00,12
4502.00.90,12
5605.00.00,12
2002.90.21,12
5404.11.00,12
7212.30.10,12
6910.10.13,12
2835.25.00,12
2515.12.00,12
2937.23.00,12
6802.92.11,12
3206.49.21,12
7208.36.00,12
7212.30.99,12
7323.92.20,12
2846.10.00,12
2915.33.00,12
0210.11.90,12
2825.90.90,12
4818.50.20,12
0802.90.20,12
9306.90.10,12
2941.40.00,12
7804.11.00,12
4810.31.10,12
3202.10.00,12
4601.93.00,12
1008.40.00,12
1602.10.80,12
6006.24.00,12
4811.90.41,12
6204.69.11,12
6703.00.10,12
0801.22.20,12
2827.39.20,12
3702.41.90,12
5513.11.00,12
2710.19.22,12
7907.00.31,12
5606.20.90,11
7304.51.00,11
8527.91.10,11
6903.10.90,11
6203.49.11,11
6910.10.20,11
8455.90.00,11
6302.10.50,11
1401.10.00,11
6812.80.93,11
8429.19.00,11
5511.20.00,11
9405.99.10,11
8701.92.90,11
3917.39.91,11
7218.99.00,11
2709.00.10,11
8506.40.20,11
8442.30.00,11
8460.40.00,11
2902.19.90,11
0207.27.19,11
6110.12.10,11
7801.91.00,11
9101.91.00,11
5801.27.29,11
4802.56.20,11
7324.21.00,11
0713.50.90,11
8515.21.00,11
8703.10.12,11
4407.99.00,11
8523.80.53,11
2906.19.90,11
1901.20.20,11
4810.31.90,11
6004.10.10,11
9001.20.00,11
4809.90.10,11
3206.11.21,11
8455.30.00,11
5211.59.00,11
5811.00.00,11
0207.27.11,11
0712.90.30,11
8458.11.00,11
2911.00.00,11
6206.30.20,11
0402.99.19,11
8903.91.10,11
0813.30.90,11
2906.21.00,11
8104.90.90,11
9620.00.21,11
0302.39.00,11
4802.54.49,11
5514.30.30,11
8703.10.30,11
8501.33.10,11
8406.82.00,11
8607.21.00,11
7219.12.00,11
6204.63.11,11
5209.19.00,11
2004.90.72,11
7209.15.00,11
9303.30.00,11
7411.22.00,11
8480.60.90,11
0306.27.91,11
7216.10.00,11
2903.39.10,11
2909.11.00,11
8418.30.11,11
2710.19.96,11
7302.30.00,11
5501.90.00,11
6003.90.00,11
7210.69.90,11
2303.30.00,11
9017.10.10,11
1006.10.10,10
8443.32.10,10
6302.29.60,10
5212.12.00,10
2829.19.00,10
4205.00.10,10
4411.12.93,10
8419.19.20,10
7903.10.00,10
0210.20.00,10
7804.19.00,10
3606.90.10,10
4909.00.11,10
7601.20.00,10
3913.10.00,10
0210.99.10,10
6103.29.10,10
2916.15.00,10
2937.29.00,10
8703.31.99,10
7407.21.90,10
8425.19.10,10
2915.40.00,10
5202.10.00,10
1602.49.15,10
2522.30.00,10
8001.10.00,10
5606.00.00,10
7212.50.20,10
2915.24.00,10
8703.90.99,10
1207.10.90,10
2811.19.20,10
5516.13.90,10
6103.10.00,10
3902.20.00,10
5702.99.30,10
4805.50.90,10
4302.19.00,10
4907.00.49,10
8703.31.93,10
5212.24.00,10
3927.39.90,10
6812.91.40,10
7323.99.20,10
9406.00.21,10
5513.49.00,10
4504.10.10,10
4419.00.10,10
0304.69.00,10
3823.12.00,10
3204.12.19,10
0307.29.10,10
4801.00.91,10
2841.90.90,10
5408.10.00,10
5509.22.00,10
2710.12.92,10
5515.29.00,10
2519.90.00,10
4419.90.20,10
8459.61.00,10
8703.22.97,10
0804.20.20,10
9030.82.00,10
8418.21.11,10
3923.90.50,10
3204.11.19,10
8410.13.00,10
9706.00.00,10
2918.21.00,10
3102.40.00,10
2931.39.00,10
0404.10.19,10
8527.92.00,10
8456.20.00,10
8113.00.90,10
7225.19.00,10
1602.32.10,10
7322.11.00,10
4707.30.00,10
1518.00.99,10
0206.90.00,10
6003.20.00,10
8007.00.10,10
4810.13.99,10
2528.00.10,10
5513.13.00,10
0305.39.00,10
1005.90.30,10
2511.20.20,10
9606.30.00,9
3923.90.21,9
3823.13.00,9
8901.90.10,9
5211.51.00,9
9015.90.30,9
5111.30.00,9
7603.10.00,9
6305.32.00,9
4813.90.20,9
9504.90.31,9
6815.91.00,9
6306.19.10,9
7103.10.00,9
2933.19.00,9
2915.12.00,9
8527.12.10,9
3808.59.29,9
7228.10.00,9
3812.30.21,9
2941.20.00,9
5601.29.10,9
7209.16.00,9
8448.33.00,9
6102.90.20,9
2503.00.00,9
2919.90.00,9
7403.21.00,9
8453.10.00,9
7003.20.00,9
3206.19.10,9
2916.14.00,9
7112.99.00,9
0210.99.90,9
8457.30.00,9
9302.00.00,9
6903.20.90,9
5503.20.00,9
2713.90.00,9
5209.31.00,9
3209.90.23,9
3003.90.21,9
4412.34.90,9
4406.90.00,9
3603.00.90,9
0814.00.00,9
0207.14.21,9
8716.31.91,9
2709.00.90,9
8709.90.11,9
7010.10.00,9
2204.22.00,9
3824.99.20,9
8701.93.90,9
5702.50.91,9
7228.40.00,9
5506.20.00,9
8527.12.00,9
2302.40.00,9
3706.10.99,9
9106.90.10,9
4901.99.10,9
5501.10.00,9
2831.10.00,9
2825.60.00,9
8463.20.00,9
6902.20.00,9
8448.51.00,9
3704.00.90,9
3204.17.11,9
2909.41.00,9
4802.58.29,9
2621.10.00,9
8421.12.11,9
3702.31.90,9
5404.19.10,9
8542.39.80,9
7505.12.10,9
2930.90.39,9
4001.10.10,9
6302.32.60,9
0709.92.00,9
6116.93.10,9
5512.19.00,9
8401.20.00,9
0302.32.00,9
3505.10.10,9
8437.80.20,9
3204.17.19,9
7205.29.00,9
0306.14.10,9
7214.99.19,9
4823.90.93,9
8543.10.00,9
5503.90.00,9
4202.92.21,9
4802.57.40,9
7008.00.10,9
4819.50.10,9
2904.99.90,9
2528.00.90,9
3824.99.70,9
8514.30.10,9
9006.59.10,9
7302.90.90,9
0305.20.00,9
7211.23.00,9
7212.50.10,9
2905.13.00,9
8415.82.10,9
5205.22.00,9
5209.49.00,9
8532.23.00,9
8406.81.00,9
2523.30.00,9
4411.93.10,9
3201.90.00,9
9013.90.10,9
2909.19.00,9
3212.90.22,9
8480.30.00,9
0403.90.29,9
5801.31.00,9
2909.44.90,8
6302.29.20,8
2840.19.00,8
2816.10.00,8
6907.10.10,8
6907.90.10,8
3923.90.91,8
3204.16.90,8
1212.29.90,8
7403.22.00,8
8457.10.00,8
3206.20.10,8
8903.99.60,8
5402.44.90,8
4601.22.00,8
2933.91.00,8
8475.29.00,8
6909.90.90,8
4902.90.21,8
0303.19.00,8
2933.21.00,8
8542.39.11,8
5209.29.00,8
0207.27.15,8
8448.19.00,8
4811.90.42,8
4408.10.00,8
9017.90.10,8
8007.00.29,8
5516.22.00,8
7806.00.92,8
0305.10.00,8
8609.00.11,8
8449.00.00,8
7228.50.00,8
9015.40.00,8
8707.90.22,8
4403.22.00,8
1301.90.10,8
9704.00.00,8
7317.00.12,8
6904.90.90,8
8486.40.49,8
0714.40.90,8
6802.92.21,8
7314.31.30,8
3920.59.10,8
6812.80.99,8
4805.40.10,8
4408.39.10,8
9014.90.10,8
8416.20.90,8
6302.39.50,8
3606.90.29,8
6406.10.00,8
7419.99.30,8
2901.22.00,8
3206.42.10,8
7505.21.00,8
2208.90.14,8
7215.90.31,8
6203.49.14,8
2907.11.00,8
0710.80.30,8
4802.54.41,8
7326.20.20,8
2912.12.00,8
9406.00.62,8
8112.29.00,8
5811.00.10,8
9608.30.10,8
5111.11.00,8
8448.11.00,8
4008.21.20,8
0802.62.00,8
8410.12.00,8
9301.10.90,8
6306.30.00,8
0804.20.10,8
5210.21.00,8
4112.00.00,8
2920.90.90,8
0303.89.00,8
7806.00.10,8
2518.20.00,8
7212.50.90,8
5209.39.00,8
5208.29.00,8
7111.00.00,8
2906.13.00,8
1604.17.10,8
9303.90.00,8
3907.61.00,8
4419.19.10,8
7305.11.00,8
4706.93.00,8
4802.55.12,8
9402.10.99,8
8716.20.10,8
4304.00.19,8
6908.10.10,8
4907.00.11,8
5408.24.00,8
8704.10.20,8
3702.10.00,8
7613.00.12,8
0306.93.90,8
7206.90.00,8
3301.19.10,8
2303.10.11,8
0303.66.00,8
2902.11.00,8
6310.90.10,8
2917.34.90,8
5514.43.00,8
4417.00.30,8
2009.13.00,8
8442.30.20,8
0304.83.00,7
5408.34.00,7
7003.12.11,7
3003.39.10,7
3824.90.94,7
8703.22.21,7
7209.17.00,7
8703.10.29,7
6403.12.00,7
2932.19.00,7
6802.93.21,7
2836.92.00,7
7219.21.00,7
5408.32.90,7
4501.90.00,7
2914.50.00,7
7226.91.00,7
2403.19.90,7
8905.90.00,7
5510.90.00,7
8448.42.00,7
8523.80.32,7
8416.30.00,7
8416.10.90,7
5515.99.00,7
7605.19.00,7
4810.13.91,7
4412.99.20,7
7406.10.00,7
7508.90.20,7
0908.22.00,7
0905.10.00,7
8459.21.00,7
8703.90.97,7
8425.39.20,7
8540.81.00,7
8540.20.00,7
8205.90.11,7
5212.25.00,7
7314.20.10,7
2826.90.90,7
3103.19.00,7
7409.11.00,7
1702.90.30,7
7207.19.00,7
7209.26.00,7
2208.60.10,7
9607.20.11,7
3907.10.00,7
0305.49.00,7
1901.90.23,7
0306.27.99,7
5204.11.00,7
5308.90.99,7
9114.40.00,7
4805.11.10,7
8708.93.20,7
8459.10.00,7
4407.29.00,7
3907.99.10,7
5704.10.00,7
1806.20.10,7
8428.60.00,7
4811.90.93,7
6811.40.91,7
2516.12.00,7
9608.99.30,7
2929.90.90,7
2830.90.90,7
7210.41.10,7
1207.99.19,7
5516.92.00,7
5407.81.00,7
3003.40.19,7
4407.19.90,7
2930.90.20,7
7020.00.10,7
4805.24.90,7
8543.90.20,7
8426.11.00,7
3917.29.20,7
8532.24.00,7
2707.50.00,7
5007.20.00,7
7220.12.00,7
2937.22.00,7
8443.15.00,7
2009.89.11,7
2835.29.10,7
2903.39.40,7
9008.50.20,7
6812.92.00,7
0506.90.90,7
1515.30.10,7
2941.50.00,7
5601.22.91,7
2937.90.90,7
0805.50.20,7
3206.19.29,7
9601.10.90,7
1521.10.00,7
3706.90.99,7
8455.10.00,7
5801.10.00,7
3201.20.00,7
5208.52.00,7
2904.90.90,7
7215.50.23,7
7004.90.19,7
2915.32.00,7
4802.55.11,7
0402.99.99,7
7404.00.00,7
7216.61.10,7
4805.19.99,7
0204.22.00,7
4415.20.10,7
7225.30.00,7
4822.90.10,7
2912.29.00,7
8603.90.00,7
2921.30.00,7
4813.90.10,7
6302.22.60,7
8903.91.20,7
5703.90.92,7
8439.91.00,7
9007.20.90,7
4412.32.20,7
7201.50.00,7
8903.99.40,7
8428.90.10,7
0304.93.00,7
9109.10.00,7
2939.59.00,7
1516.10.00,7
4104.11.19,7
3904.61.00,7
4406.91.00,7
2939.99.00,7
4802.40.10,7
0304.51.00,7
8514.20.10,7
5703.90.30,7
2843.10.00,7
5402.49.00,7
7217.10.31,7
3808.59.59,7
2711.11.00,6
4001.10.90,6
0302.71.00,6
4804.42.00,6
6302.22.20,6
4802.61.20,6
6208.91.92,6
6802.99.22,6
2530.10.00,6
8411.82.00,6
0403.10.31,6
4002.51.00,6
2914.40.00,6
7215.90.40,6
5902.90.00,6
5512.19.10,6
2826.19.10,6
8450.11.10,6
5516.23.90,6
2908.19.00,6
8486.30.30,6
0307.12.90,6
2209.29.10,6
2922.21.00,6
4823.90.30,6
1702.90.40,6
0302.74.00,6
6001.22.00,6
8523.80.91,6
7216.61.20,6
3920.62.13,6
2707.99.90,6
2847.00.10,6
6603.20.00,6
0207.13.13,6
3904.40.00,6
2921.42.00,6
8401.40.00,6
8419.32.10,6
2914.29.90,6
3812.39.10,6
3301.13.00,6
8542.33.30,6
8905.20.00,6
8906.10.00,6
4403.12.00,6
7216.10.92,6
2106.90.93,6
5702.49.30,6
3802.90.10,6
2828.90.90,6
5306.20.90,6
8454.90.90,6
8703.31.21,6
2403.99.90,6
8419.89.20,6
3204.19.19,6
7215.50.35,6
0304.91.00,6
2902.20.00,6
0207.51.00,6
7214.91.90,6
2916.32.00,6
4302.30.00,6
5408.22.00,6
8506.30.11,6
1404.90.99,6
8528.59.21,6
8425.11.10,6
7305.12.00,6
8903.99.90,6
4907.00.71,6
5007.10.00,6
7305.31.10,6
6302.22.40,6
6102.30.20,6
0812.90.19,6
8523.29.35,6
3503.00.90,6
5210.31.00,6
4418.71.00,6
2914.13.00,6
2818.10.00,6
7419.99.20,6
4421.99.70,6
5106.10.00,6
8106.00.90,6
7208.37.00,6
3808.50.20,6
5212.23.00,6
4814.90.20,6
0306.33.90,6
6803.00.10,6
4802.69.20,6
0303.51.00,6
0403.90.90,6
2104.20.40,6
9006.52.10,6
0302.72.00,6
3003.90.11,6
8447.20.00,6
8411.11.00,6
2101.12.10,6
8465.20.00,6
8101.94.00,6
8521.10.10,6
2516.20.20,6
3904.69.00,6
8901.10.90,6
2914.69.00,6
0303.91.00,6
4408.39.90,6
5513.23.90,6
5209.32.90,6
2514.00.00,6
8428.31.00,6
5212.14.00,6
7608.10.10,6
2601.11.00,6
0303.42.00,6
6909.90.10,6
5516.12.00,6
7219.13.00,6
4403.10.00,6
2939.11.10,6
5208.21.00,6
5601.22.11,6
9031.90.10,6
2005.99.80,6
4418.74.00,6
2937.19.90,6
8702.30.90,6
0207.43.00,6
8430.31.00,6
2917.20.00,5
1103.20.90,5
6910.90.30,5
7208.10.00,5
2401.20.90,5
5210.51.00,5
6207.29.10,5
1703.10.90,5
4902.10.10,5
6004.10.00,5
5515.13.00,5
5513.39.20,5
6206.40.20,5
3002.12.10,5
8459.49.00,5
2837.19.10,5
8425.31.20,5
6004.90.00,5
4104.49.90,5
6812.99.10,5
7217.30.10,5
5408.21.00,5
3702.32.20,5
7020.00.20,5
3808.92.10,5
0404.90.20,5
8716.31.19,5
0305.63.00,5
2840.11.00,5
0908.31.20,5
3702.32.90,5
8480.50.00,5
2713.11.00,5
9015.90.20,5
4001.22.00,5
2930.20.00,5
5601.21.11,5
3808.61.90,5
8432.41.00,5
2842.90.50,5
7219.11.00,5
4113.90.00,5
9111.10.00,5
8604.00.00,5
1602.31.91,5
6003.40.00,5
2916.20.00,5
8460.31.00,5
2912.19.90,5
8903.10.40,5
8460.23.00,5
7110.49.00,5
0508.00.90,5
0301.91.10,5
4412.31.30,5
0306.26.91,5
6302.29.40,5
3705.10.00,5
3210.00.21,5
8001.20.00,5
8438.80.10,5
3206.20.90,5
5407.74.00,5
3204.13.19,5
4911.91.20,5
5206.11.00,5
0303.90.00,5
6001.99.00,5
4002.91.00,5
2912.60.00,5
5802.20.90,5
9305.20.90,5
2515.11.00,5
2933.31.00,5
5210.59.90,5
3826.00.00,5
0305.31.00,5
5806.31.10,5
3808.59.41,5
1206.00.10,5
2508.70.00,5
8461.90.10,5
8426.20.00,5
2907.15.00,5
3824.90.93,5
6302.22.30,5
2907.12.00,5
2804.69.00,5
3702.44.10,5
3824.90.97,5
5516.24.00,5
8519.20.10,5
0801.31.00,5
7305.20.00,5
5801.21.00,5
7220.11.00,5
8462.31.00,5
3912.20.90,5
4407.12.90,5
7216.22.90,5
4002.39.00,5
4410.12.10,5
3004.42.10,5
7505.11.90,5
7005.21.11,5
5514.19.00,5
8516.90.10,5
3808.91.20,5
4002.59.10,5
0304.85.00,5
6208.92.12,5
8703.10.23,5
1604.17.90,5
2932.11.00,5
7107.00.00,5
8903.91.30,5
5508.20.10,5
8523.29.37,5
8430.39.00,5
4802.62.40,5
2004.90.92,5
8528.49.11,5
8462.41.00,5
9108.12.00,5
8516.21.00,5
7901.20.00,5
4412.39.20,5
5601.21.90,5
3604.90.90,5
9614.00.10,5
2936.21.10,5
2849.20.00,5
8542.31.80,5
3204.17.12,5
7507.12.00,5
3824.76.00,5
2835.10.00,5
3920.62.21,5
1511.90.10,5
2306.90.90,5
4402.10.00,5
8433.53.00,5
4502.00.20,5
8528.62.10,5
4421.91.70,5
7101.10.20,5
8426.19.10,5
7403.29.90,5
5403.39.00,5
2939.79.00,5
3208.90.12,5
4418.73.00,4
8901.10.10,4
4411.94.91,4
8511.50.10,4
7214.91.00,4
2824.10.00,4
6203.19.10,4
4823.40.10,4
0407.29.00,4
5803.00.00,4
7903.90.00,4
0303.54.00,4
8445.19.90,4
4802.62.10,4
1213.00.90,4
4410.19.29,4
4001.30.90,4
3401.19.40,4
2504.90.00,4
9113.90.40,4
7212.50.39,4
0305.32.00,4
6002.40.90,4
0101.30.00,4
5307.20.00,4
3208.20.30,4
9101.19.10,4
0813.30.10,4
9208.90.10,4
2005.99.92,4
1209.30.10,4
0303.29.00,4
8548.10.90,4
2939.71.90,4
2939.71.10,4
2518.10.00,4
6302.21.50,4
8606.99.90,4
5210.59.00,4
8516.10.21,4
2301.10.90,4
5408.33.00,4
4802.61.30,4
3209.90.22,4
8445.30.00,4
1702.90.21,4
3301.29.20,4
1702.20.10,4
2917.32.90,4
2842.90.10,4
7305.90.10,4
8443.17.00,4
4811.59.30,4
8903.92.40,4
6310.90.20,4
7407.29.11,4
3204.14.90,4
7605.21.00,4
2819.90.00,4
3808.59.12,4
2701.19.00,4
7410.21.00,4
6204.21.21,4
2506.20.90,4
7005.10.11,4
9406.90.79,4
2710.12.11,4
7508.90.51,4
3811.11.10,4
3811.11.90,4
0812.10.90,4
4403.99.00,4
2819.10.00,4
8609.00.12,4
7303.00.10,4
0303.57.00,4
4421.90.30,4
6208.99.21,4
4412.31.20,4
2526.10.00,4
2004.90.29,4
2515.20.00,4
1515.90.41,4
8540.79.00,4
5210.19.90,4
8543.90.40,4
8473.10.10,4
4107.92.00,4
2912.42.00,4
7314.49.20,4
2932.14.00,4
0302.24.00,4
2825.50.00,4
1401.90.10,4
8445.11.00,4
7203.90.00,4
4810.32.90,4
3503.00.20,4
2617.90.00,4
7226.99.10,4
8802.11.00,4
2004.90.22,4
6005.31.00,4
0407.19.00,4
6812.91.30,4
5513.23.00,4
2707.99.10,4
7408.21.00,4
1602.20.99,4
7418.10.30,4
8418.61.00,4
8446.29.00,4
9508.10.00,4
3502.19.00,4
2902.44.00,4
3214.10.21,4
1515.50.10,4
5514.11.90,4
4823.70.20,4
7218.10.00,4
0802.61.00,4
0401.40.10,4
5210.39.00,4
8448.39.00,4
3801.90.00,4
7208.25.00,4
2711.14.00,4
8454.10.00,4
7112.91.00,4
2920.19.00,4
0208.10.00,4
4802.69.62,4
2836.40.00,4
8486.20.99,4
3805.90.90,4
2009.90.11,4
5211.42.00,4
8439.20.00,4
8446.10.00,4
0709.99.10,4
4403.98.00,4
8460.24.00,4
3208.10.12,4
2921.51.00,4
5208.59.00,4
8703.24.49,4
9405.30.90,4
7216.21.00,4
4907.00.59,4
9209.91.90,4
6902.10.00,4
5212.13.00,4
6814.10.00,4
0808.40.00,4
2002.90.11,4
4802.69.40,4
5402.62.00,4
5404.12.00,4
2608.00.00,4
7225.50.00,4
7209.25.00,4
7215.50.14,4
0305.42.00,4
3702.39.30,4
8703.31.97,4
0305.62.00,4
4006.90.30,4
3504.00.20,4
2902.43.00,4
7605.11.00,4
0511.91.20,4
7216.22.10,4
4020.10.49,4
7505.12.90,4
7210.30.10,4
5803.00.10,4
6005.35.00,4
7224.90.00,4
8419.11.20,4
6403.91.98,4
1702.40.20,4
0303.69.00,4
2934.20.00,4
1602.39.90,4
6208.99.92,4
4418.90.10,4
0802.90.10,4
0301.99.00,4
2922.13.00,4
8905.10.00,4
6910.10.12,4
2837.11.00,4
7506.20.00,4
5208.22.00,4
4114.10.90,4
4802.58.21,4
0711.90.11,4
5510.30.00,4
7104.20.00,4
6802.93.11,4
2208.90.19,4
2845.90.00,4
5903.90.30,4
4005.20.00,4
6006.10.00,4
0306.17.91,4
5907.90.90,4
4107.11.90,4
5210.29.90,4
9018.14.00,4
1211.90.92,4
5903.90.20,4
3403.91.10,4
2908.99.99,4
8458.91.00,4
2302.50.00,4
2822.00.00,4
7408.22.00,3
7109.00.00,3
0302.89.90,3
1104.19.00,3
4420.10.10,3
1211.20.00,3
4407.91.00,3
2826.90.10,3
9601.10.10,3
6910.90.12,3
3702.98.10,3
8447.11.00,3
5311.00.20,3
2907.13.00,3
8486.20.20,3
0711.90.13,3
4810.14.19,3
5906.91.00,3
8475.10.00,3
3210.00.23,3
3920.92.14,3
3801.10.00,3
8519.89.11,3
8109.90.00,3
0303.34.00,3
9301.20.00,3
1508.10.00,3
5309.21.00,3
4502.00.10,3
2933.39.10,3
0403.90.39,3
6811.89.11,3
2853.90.10,3
8703.23.40,3
7410.22.00,3
1522.00.90,3
8702.40.10,3
8105.20.00,3
5703.31.00,3
2619.00.00,3
5108.10.00,3
6812.99.92,3
2839.90.10,3
7215.50.12,3
